Geography,product,unit,carbon footprint in kg CO2e,Source of information
Canada- Quebec,tap water,kg,0.00019758,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,tap water,kg,7.68E-05,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Colombia,tap water,kg,0.000516152,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe without Switzerland,tap water,kg,0.000309121,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
India,tap water,kg,0.001292499,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Peru,tap water,kg,0.000472082,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,tap water,kg,0.00123989,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
South Africa,tap water,kg,0.001405166,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tea, dried",kg,1.903547457,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tebuconazole,kg,10.29203763,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,technical wood drying facility,unit,13881.35264,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,television,unit,376.8477894,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tellurium, semiconductor-grade",kg,7.201281267,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tempering, flat glass",kg,0.177706609,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,terbium oxide,kg,3.026882578,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,terbium-dysprosium oxide,kg,2.022953432,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,terrain chipper on forwarder,unit,195255.1413,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tert-butyl amine,kg,7.940931811,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,tetrachloroethylene,kg,3.985785621,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,tetrachloroethylene,kg,3.97698725,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tetraethyl orthosilicate,kg,2.951739568,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tetrafluoroethylene,kg,132.5330032,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tetrafluoroethylene film, on glass",kg,139.5167652,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tetrahydrofuran,kg,6.166165708,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"textile, jute",kg,2.344783733,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"textile, kenaf",kg,3.184168069,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"textile, knit cotton",kg,9.060318936,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"textile, nonwoven polyester",kg,5.625475131,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"textile, nonwoven polypropylene",kg,3.039671399,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"textile, silk",kg,162.6128778,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"textile, woven cotton",kg,11.51810756,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"thermal energy storage, for adiabatic compressed air energy storage",unit,182546581.8,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"thermal plaster, outdoor",kg,0.888981154,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"thermal storage system, solar thermal parabolic trough, 50 MW",unit,34080827.06,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"thermal storage system, solar tower power plant, 20 MW",unit,4102246.446,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,thermo-mechanical pulp,kg,1.544486376,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,thermoforming of plastic sheets,kg,0.58479154,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"thermoforming, with calendering",kg,0.830148418,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,thionyl chloride,kg,0.9592223,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,thionyl chloride,kg,0.596327886,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,three and five layered board,m3,240.2530181,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,three and five layered board,m3,172.4610694,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,thulium oxide,kg,1310.138033,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tilapia,kg,5.614576143,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tilapia feed, 24-28% protein",kg,1.475196298,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, cultivating, chiselling",ha,79.06698164,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, currying, by weeder",ha,12.95635101,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, harrowing, by offset disc harrow",ha,86.12396487,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, harrowing, by offset leveling disc harrow",ha,21.881237,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, harrowing, by rotary harrow",ha,71.56831647,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, harrowing, by spring tine harrow",ha,28.52097688,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, hoeing and earthing-up, potatoes",ha,25.74527441,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, ploughing",ha,131.5147604,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, rolling",ha,28.46298298,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, rotary cultivator",ha,85.41713252,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tillage, subsoiling, by subsoiler plow",ha,76.01759847,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tin,kg,10.37887888,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tin concentrate,kg,4.09415117,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tin dioxide,kg,9.178500116,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tin plated chromium steel sheet, 2 mm",m2,93.74888334,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tin plating, pieces",m2,2.952516596,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tin slag,kg,0.047266834,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"tinplate scrap, sorted",kg,0.038324,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe without Switzerland,"tinplate scrap, sorted",kg,0.057970273,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"tinplate scrap, sorted",kg,0.103453885,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"tinplate, in mixed metal scrap",kg,0.006906749,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe without Switzerland,"tinplate, in mixed metal scrap",kg,0.01004839,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"tinplate, in mixed metal scrap",kg,0.037798724,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tissue paper,kg,2.970186066,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"titania slag, 85% titanium dioxide",kg,1.326460705,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"titania slag, 94% titanium dioxide",kg,2.340231807,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,titanium,kg,48.59746098,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,titanium dioxide,kg,6.746301138,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,titanium dioxide,kg,4.927334972,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,titanium sponge,kg,47.8241418,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,titanium tetrachloride,kg,8.373718167,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"titanium zinc plate, without pre-weathering",kg,3.683072405,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"titanium, triple-melt",kg,50.68573442,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tofu,kg,1.204449733,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,toluene diisocyanate,kg,7.265118065,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,toluene diisocyanate,kg,5.885392016,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"toluene, liquid",kg,1.606363686,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe,"toluene, liquid",kg,1.579705689,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tomato seedling, for planting",unit,0.040178147,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tomato, fresh grade",kg,0.516540624,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tomato, processing grade",kg,0.235721922,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"toner module, laser printer, black/white",unit,14.01555654,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"toner module, laser printer, colour",unit,13.95113443,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"toner, black, powder",kg,6.762286073,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"toner, colour, powder",kg,7.027583499,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tower silo, plastic",m3,124.6565119,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"tractor, 4-wheel, agricultural",kg,8.091129857,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"train, passenger, high speed",unit,3250821.878,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"train, passenger, long-distance",unit,2558950.999,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"train, passenger, regional",unit,575865.3722,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tram,unit,86778.60034,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,tram track,m*year,169.7942656,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transformer, high voltage use",kg,5.294006976,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transformer, low voltage use",kg,4.939256556,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transistor, auxilliaries and energy use",kg,147.1909399,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transistor, surface-mounted",kg,176.7704514,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transistor, wired, big size, through-hole mounting",kg,176.2328968,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transistor, wired, small size, through-hole mounting",kg,176.2949124,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transmission network, electricity, high voltage",km,328997.1999,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transmission network, electricity, high voltage direct current aerial line",km,217540.4706,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transmission network, electricity, high voltage direct current land cable",km,241211.7053,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transmission network, electricity, high voltage direct current subsea cable",km,273002.3644,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transmission network, electricity, medium voltage",km,73238.24922,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Switzerland,"transport, freight train",metric ton*km,0.015597502,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
China,"transport, freight train",metric ton*km,0.047854303,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Europe without Switzerland,"transport, freight train",metric ton*km,0.046817956,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Rest of the World,"transport, freight train",metric ton*km,0.052329153,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
India,"transport, freight train",metric ton*km,0.03525759,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
United States,"transport, freight train",metric ton*km,0.061106032,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
South Africa,"transport, freight train",metric ton*km,0.033405488,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
Global,"transport, freight, aircraft with reefer, cooling",metric ton*km,0.831146872,"GWP100 Global warming potential average of CML v4.8 2006, EDIP 2003, IPCC2021 and ReCiPe 2016 v1.3"
